order_id,order_date,customer_id,customer_name,product_id,category,product_name,sales,quantity,discount,profit
ORD-104419,2020-07-03,CUST-1287,Customer_154,PROD-718,Furniture,Desk,201.81,8,0.07,73.91
ORD-104420,2020-07-03,CUST-6953,Customer_220,PROD-658,Furniture,Phone,97.03,2,0.25,146.59
ORD-104421,2020-07-03,CUST-5282,Customer_140,PROD-345,Office Supplies,Phone,75.46,5,0.03,-3.55
ORD-104422,2020-07-03,CUST-2907,Customer_468,PROD-602,Office Supplies,Monitor,449.31,7,0.11,21.47
ORD-104423,2020-07-03,CUST-2161,Customer_49,PROD-188,Technology,Chair,43.24,3,0.11,131.88
ORD-104424,2020-07-03,CUST-1129,Customer_142,PROD-302,Office Supplies,Desk,58.66,8,0.19,-48.08
ORD-104425,2020-07-03,CUST-7337,Customer_46,PROD-339,Office Supplies,Phone,130.07,3,0.05,139.35
ORD-104426,2020-07-03,CUST-3363,Customer_163,PROD-589,Office Supplies,Laptop,476.89,4,0.14,119.07
ORD-104427,2020-07-03,CUST-9151,Customer_285,PROD-879,Technology,Laptop,51.84,6,0.17,-17.6
ORD-104428,2020-07-03,CUST-6983,Customer_268,PROD-112,Office Supplies,Desk,409.85,6,0.27,10.96
ORD-104429,2020-07-03,CUST-1143,Customer_116,PROD-748,Furniture,Laptop,447.11,2,0.16,-46.15
ORD-104430,2020-07-03,CUST-9207,Customer_82,PROD-414,Technology,Table,195.16,2,0.04,95.35
ORD-104431,2020-07-03,CUST-8469,Customer_44,PROD-784,Furniture,Chair,154.01,3,0.03,49.27
ORD-104432,2020-07-03,CUST-1244,Customer_194,PROD-841,Technology,Desk,341.92,3,0.28,55.86
ORD-104433,2020-07-03,CUST-1926,Customer_258,PROD-297,Furniture,Table,354.29,4,0.29,-24.2
ORD-104434,2020-07-03,CUST-4178,Customer_443,PROD-342,Office Supplies,Phone,392.19,4,0.05,38.08
ORD-104435,2020-07-03,CUST-3176,Customer_273,PROD-606,Technology,Monitor,416.98,4,0.23,179.75
ORD-104436,2020-07-03,CUST-6002,Customer_394,PROD-142,Furniture,Monitor,141.51,3,0.08,-33.82
ORD-104437,2020-07-03,CUST-1886,Customer_274,PROD-429,Technology,Table,346.61,1,0.25,193.74
ORD-104438,2020-07-03,CUST-9532,Customer_278,PROD-890,Furniture,Laptop,76.1,9,0.03,162
ORD-104439,2020-07-03,CUST-4398,Customer_83,PROD-690,Office Supplies,Chair,260.26,2,0.13,0.75
ORD-104440,2020-07-04,CUST-9497,Customer_58,PROD-528,Technology,Phone,310.31,3,0.18,126.36
ORD-104441,2020-07-04,CUST-3654,Customer_53,PROD-890,Technology,Printer,89.25,2,0.26,-27.26
ORD-104442,2020-07-04,CUST-8392,Customer_1,PROD-843,Furniture,Chair,47.49,6,0.26,-10.08
ORD-104443,2020-07-04,CUST-2371,Customer_216,PROD-712,Furniture,Laptop,105.43,6,0.06,71.99
ORD-104444,2020-07-04,CUST-8135,Customer_317,PROD-261,Office Supplies,Chair,216.09,1,0.29,50.11
ORD-104445,2020-07-04,CUST-1320,Customer_228,PROD-755,Furniture,Monitor,445.04,4,0.19,153.76
ORD-104446,2020-07-04,CUST-5654,Customer_473,PROD-720,Furniture,Printer,270.64,5,0.2,184.81
ORD-104447,2020-07-04,CUST-6300,Customer_484,PROD-534,Furniture,Printer,376.76,6,0.27,185.7
ORD-104448,2020-07-04,CUST-7761,Customer_254,PROD-332,Office Supplies,Chair,95.33,5,0.1,-13.25
ORD-104449,2020-07-04,CUST-7854,Customer_159,PROD-210,Office Supplies,Monitor,61.93,3,0.12,121.56
ORD-104450,2020-07-04,CUST-6505,Customer_287,PROD-331,Technology,Phone,127.41,3,0.3,92.7
ORD-104451,2020-07-04,CUST-7553,Customer_66,PROD-849,Office Supplies,Monitor,163.8,3,0,42.56
ORD-104452,2020-07-04,CUST-5042,Customer_403,PROD-808,Furniture,Table,278.57,6,0.26,198.71
ORD-104453,2020-07-04,CUST-8498,Customer_309,PROD-372,Technology,Phone,441.81,4,0.25,64.01
ORD-104454,2020-07-04,CUST-7636,Customer_460,PROD-697,Office Supplies,Printer,218.79,4,0.08,116.33
ORD-104455,2020-07-04,CUST-8362,Customer_458,PROD-906,Office Supplies,Desk,264.21,3,0.25,75.71
ORD-104456,2020-07-04,CUST-1011,Customer_95,PROD-140,Furniture,Desk,12.26,4,0.1,-24.27
ORD-104457,2020-07-04,CUST-1194,Customer_493,PROD-659,Furniture,Phone,26.32,8,0.19,-14.72
ORD-104458,2020-07-04,CUST-3537,Customer_253,PROD-565,Office Supplies,Desk,51.05,3,0.13,137.54
ORD-104459,2020-07-04,CUST-3842,Customer_150,PROD-176,Technology,Phone,352.51,3,0.03,150.42
ORD-104460,2020-07-04,CUST-3229,Customer_23,PROD-789,Furniture,Laptop,248.23,6,0.27,40.95
ORD-104461,2020-07-04,CUST-4009,Customer_244,PROD-589,Office Supplies,Phone,104.55,1,0.16,-33.26
ORD-104462,2020-07-04,CUST-8984,Customer_215,PROD-868,Office Supplies,Laptop,300.37,6,0.14,189.25
ORD-104463,2020-07-04,CUST-3077,Customer_399,PROD-216,Furniture,Table,276.86,9,0.26,74.27
ORD-104464,2020-07-05,CUST-8845,Customer_410,PROD-533,Technology,Printer,53.51,3,0.1,-16.46
ORD-104465,2020-07-05,CUST-4867,Customer_131,PROD-118,Technology,Desk,323.8,2,0.17,-0.39
ORD-104466,2020-07-05,CUST-5873,Customer_343,PROD-670,Technology,Table,385.91,3,0.26,-38.66
ORD-104467,2020-07-05,CUST-9635,Customer_148,PROD-295,Furniture,Table,150.41,3,0.1,127.46
ORD-104468,2020-07-05,CUST-1297,Customer_381,PROD-718,Furniture,Monitor,346.87,2,0.24,126.02
ORD-104469,2020-07-05,CUST-6856,Customer_109,PROD-550,Furniture,Monitor,107.86,4,0.15,100.63
ORD-104470,2020-07-05,CUST-2015,Customer_40,PROD-524,Technology,Printer,380.8,8,0.05,86.58
ORD-104471,2020-07-05,CUST-2384,Customer_121,PROD-493,Technology,Chair,456.77,7,0.01,45.37
ORD-104472,2020-07-05,CUST-9745,Customer_295,PROD-383,Furniture,Chair,226.51,9,0.22,187.66
ORD-104473,2020-07-05,CUST-3350,Customer_120,PROD-133,Furniture,Table,129.86,8,0.08,150.13
ORD-104474,2020-07-05,CUST-2269,Customer_456,PROD-394,Furniture,Table,205.6,7,0.24,176.91
ORD-104475,2020-07-05,CUST-2260,Customer_18,PROD-350,Technology,Monitor,132.54,6,0.06,27.91
ORD-104476,2020-07-05,CUST-8701,Customer_169,PROD-737,Office Supplies,Printer,10.61,3,0.17,194.57
ORD-104477,2020-07-05,CUST-9376,Customer_198,PROD-438,Office Supplies,Phone,328.72,4,0.03,-8.66
ORD-104478,2020-07-05,CUST-5563,Customer_411,PROD-717,Technology,Phone,30.84,8,0.22,-35.93
ORD-104479,2020-07-05,CUST-7897,Customer_484,PROD-539,Furniture,Desk,113.09,2,0.23,29.96
ORD-104480,2020-07-05,CUST-6672,Customer_143,PROD-279,Furniture,Printer,364,6,0.27,0.32
ORD-104481,2020-07-05,CUST-6593,Customer_37,PROD-721,Furniture,Chair,336.21,1,0.17,79.38
ORD-104482,2020-07-05,CUST-7155,Customer_186,PROD-327,Furniture,Printer,45.93,7,0.03,37.55
ORD-104483,2020-07-05,CUST-6543,Customer_261,PROD-732,Technology,Printer,333.43,4,0.25,-7.06
ORD-104484,2020-07-05,CUST-8240,Customer_231,PROD-718,Office Supplies,Monitor,465.98,1,0.09,161.06
ORD-104485,2020-07-05,CUST-5683,Customer_254,PROD-742,Office Supplies,Desk,46.51,5,0.27,76.99
ORD-104486,2020-07-05,CUST-2881,Customer_329,PROD-122,Technology,Phone,213.69,5,0.29,-22.62
ORD-104487,2020-07-05,CUST-9713,Customer_391,PROD-756,Furniture,Table,367.42,6,0.04,-31.17
ORD-104488,2020-07-06,CUST-4809,Customer_297,PROD-426,Office Supplies,Chair,337.18,8,0.02,45.8
ORD-104489,2020-07-06,CUST-6807,Customer_468,PROD-253,Technology,Desk,120.99,4,0.27,177
ORD-104490,2020-07-06,CUST-5883,Customer_10,PROD-718,Furniture,Chair,89.9,7,0.27,77
ORD-104491,2020-07-06,CUST-8206,Customer_446,PROD-245,Office Supplies,Chair,394.28,4,0.18,-15.22
ORD-104492,2020-07-06,CUST-5155,Customer_410,PROD-351,Technology,Phone,478.56,2,0.27,11.66
ORD-104493,2020-07-06,CUST-5673,Customer_324,PROD-401,Office Supplies,Table,386.12,8,0.28,-37.63
ORD-104494,2020-07-06,CUST-2409,Customer_230,PROD-169,Office Supplies,Table,481.97,5,0.17,157.96
ORD-104495,2020-07-06,CUST-6197,Customer_24,PROD-642,Technology,Monitor,306.45,4,0.21,186.51
ORD-104496,2020-07-06,CUST-8452,Customer_78,PROD-192,Technology,Phone,465.26,2,0.18,-30.55
ORD-104497,2020-07-06,CUST-9718,Customer_425,PROD-748,Office Supplies,Desk,348.31,7,0.05,-6.75
ORD-104498,2020-07-06,CUST-3172,Customer_193,PROD-985,Office Supplies,Laptop,455.35,5,0.13,-7.23
ORD-104499,2020-07-06,CUST-1279,Customer_401,PROD-262,Technology,Desk,89.18,9,0.2,150.93
ORD-104500,2020-07-06,CUST-4977,Customer_109,PROD-180,Furniture,Desk,409.63,7,0.18,159.82
ORD-104501,2020-07-06,CUST-3669,Customer_280,PROD-927,Furniture,Laptop,106.41,9,0.06,54.82
ORD-104502,2020-07-06,CUST-8825,Customer_411,PROD-687,Furniture,Chair,23.44,5,0.27,192.33
ORD-104503,2020-07-06,CUST-4981,Customer_263,PROD-162,Furniture,Printer,263.62,6,0.24,14.87
ORD-104504,2020-07-06,CUST-5769,Customer_329,PROD-711,Technology,Laptop,165.94,8,0.02,81.28
ORD-104505,2020-07-06,CUST-6247,Customer_363,PROD-535,Furniture,Printer,31.33,6,0.1,199.07
ORD-104506,2020-07-06,CUST-5427,Customer_355,PROD-147,Office Supplies,Chair,490.35,4,0.3,156.78
ORD-104507,2020-07-06,CUST-7135,Customer_378,PROD-544,Furniture,Laptop,336.57,2,0.12,71.8
ORD-104508,2020-07-06,CUST-6573,Customer_268,PROD-173,Technology,Phone,451.89,6,0.2,-22.87
ORD-104509,2020-07-06,CUST-5131,Customer_341,PROD-925,Furniture,Desk,499.55,9,0.03,176.09
ORD-104510,2020-07-06,CUST-8189,Customer_259,PROD-803,Furniture,Laptop,202.06,8,0.09,85.53
ORD-104511,2020-07-06,CUST-5535,Customer_335,PROD-641,Technology,Laptop,134.82,3,0.26,27.09
ORD-104512,2020-07-07,CUST-3776,Customer_85,PROD-256,Furniture,Chair,100.1,5,0.15,62.8
ORD-104513,2020-07-07,CUST-8697,Customer_10,PROD-586,Technology,Phone,262.44,6,0.25,27.73
ORD-104514,2020-07-07,CUST-9386,Customer_289,PROD-365,Furniture,Laptop,306.98,7,0,87.76
ORD-104515,2020-07-07,CUST-1662,Customer_302,PROD-355,Technology,Phone,241.49,2,0.2,18.23
ORD-104516,2020-07-07,CUST-9671,Customer_59,PROD-138,Furniture,Printer,199.75,6,0.09,61.5
ORD-104517,2020-07-07,CUST-9044,Customer_308,PROD-154,Office Supplies,Laptop,92.45,2,0.26,56.57
ORD-104518,2020-07-07,CUST-5218,Customer_262,PROD-127,Office Supplies,Phone,226.51,8,0.28,104.02
ORD-104519,2020-07-07,CUST-6060,Customer_386,PROD-217,Technology,Desk,51.77,7,0.21,-46.46
ORD-104520,2020-07-07,CUST-6874,Customer_285,PROD-469,Technology,Chair,433.87,2,0.04,99.69
ORD-104521,2020-07-07,CUST-6581,Customer_119,PROD-308,Technology,Table,32.98,4,0.14,98.28
ORD-104522,2020-07-07,CUST-3014,Customer_168,PROD-686,Office Supplies,Phone,196.52,7,0.14,48.07
ORD-104523,2020-07-07,CUST-4789,Customer_353,PROD-676,Technology,Chair,59.07,9,0.25,11.72
ORD-104524,2020-07-07,CUST-8148,Customer_189,PROD-948,Furniture,Table,389.74,3,0.14,159.81
ORD-104525,2020-07-07,CUST-8766,Customer_452,PROD-967,Technology,Laptop,163.24,8,0.1,36.2
ORD-104526,2020-07-07,CUST-3364,Customer_251,PROD-711,Technology,Laptop,65.42,9,0.18,27.93
ORD-104527,2020-07-07,CUST-4629,Customer_324,PROD-657,Furniture,Printer,270.43,8,0.19,65.79
ORD-104528,2020-07-07,CUST-6919,Customer_413,PROD-415,Furniture,Chair,458.98,4,0.24,19.5
ORD-104529,2020-07-07,CUST-6675,Customer_229,PROD-492,Office Supplies,Desk,455.24,4,0.27,157.69
ORD-104530,2020-07-07,CUST-9872,Customer_190,PROD-543,Furniture,Monitor,132.33,7,0.27,91.24
ORD-104531,2020-07-07,CUST-7638,Customer_316,PROD-767,Furniture,Desk,362.63,4,0.19,138.59
ORD-104532,2020-07-07,CUST-5651,Customer_124,PROD-851,Technology,Phone,24.84,7,0.16,136.35
ORD-104533,2020-07-07,CUST-1609,Customer_84,PROD-964,Office Supplies,Desk,74.61,9,0.24,147.05
ORD-104534,2020-07-07,CUST-8940,Customer_297,PROD-358,Furniture,Table,254.74,9,0.09,167.3
ORD-104535,2020-07-07,CUST-4866,Customer_215,PROD-747,Office Supplies,Chair,122.09,9,0.23,179.87
ORD-104536,2020-07-08,CUST-1371,Customer_237,PROD-981,Furniture,Laptop,401.15,6,0.15,45.9
ORD-104537,2020-07-08,CUST-7998,Customer_466,PROD-297,Office Supplies,Chair,466.23,1,0.04,60.93
ORD-104538,2020-07-08,CUST-1615,Customer_113,PROD-798,Furniture,Chair,12.12,8,0.23,-37.49
ORD-104539,2020-07-08,CUST-7911,Customer_217,PROD-727,Technology,Laptop,124.13,6,0.19,181.43
ORD-104540,2020-07-08,CUST-7010,Customer_321,PROD-544,Office Supplies,Table,225.38,7,0.02,96.79
ORD-104541,2020-07-08,CUST-3253,Customer_246,PROD-669,Office Supplies,Chair,285.91,2,0.14,128.08
ORD-104542,2020-07-08,CUST-5942,Customer_448,PROD-681,Furniture,Desk,458.79,3,0.15,59
ORD-104543,2020-07-08,CUST-1864,Customer_335,PROD-704,Office Supplies,Phone,447.02,6,0.2,68.46
ORD-104544,2020-07-08,CUST-2268,Customer_319,PROD-840,Furniture,Monitor,322.21,3,0.2,85.79
ORD-104545,2020-07-08,CUST-8454,Customer_482,PROD-748,Office Supplies,Phone,136.12,5,0.06,148.84
ORD-104546,2020-07-08,CUST-9976,Customer_432,PROD-716,Office Supplies,Chair,393.81,4,0.01,103.24
ORD-104547,2020-07-08,CUST-5571,Customer_404,PROD-404,Technology,Table,109.3,5,0.24,152.8
ORD-104548,2020-07-08,CUST-6229,Customer_374,PROD-438,Technology,Laptop,482.93,8,0.29,4.17
ORD-104549,2020-07-08,CUST-3237,Customer_37,PROD-628,Office Supplies,Printer,12.86,4,0.28,1.46
ORD-104550,2020-07-08,CUST-5054,Customer_64,PROD-153,Technology,Table,289.19,9,0.15,1.7
ORD-104551,2020-07-08,CUST-1935,Customer_219,PROD-211,Office Supplies,Chair,53.31,3,0.16,-48.79
ORD-104552,2020-07-08,CUST-7394,Customer_342,PROD-783,Furniture,Chair,209.72,7,0.28,-5.23
ORD-104553,2020-07-08,CUST-8891,Customer_499,PROD-518,Office Supplies,Printer,321.12,7,0.16,-20.31
ORD-104554,2020-07-08,CUST-1325,Customer_389,PROD-404,Office Supplies,Phone,347.9,1,0.08,63.44
ORD-104555,2020-07-08,CUST-8774,Customer_34,PROD-537,Technology,Table,394.93,3,0.2,-18.19
ORD-104556,2020-07-08,CUST-4861,Customer_39,PROD-755,Technology,Phone,300.73,1,0.14,53.96
ORD-104557,2020-07-08,CUST-2985,Customer_67,PROD-184,Furniture,Monitor,133.15,8,0.24,199.88
ORD-104558,2020-07-08,CUST-5932,Customer_209,PROD-623,Furniture,Printer,445.73,5,0.23,75.84
ORD-104559,2020-07-08,CUST-5603,Customer_318,PROD-351,Furniture,Laptop,407.44,4,0.28,181.16
ORD-104560,2020-07-09,CUST-3778,Customer_344,PROD-827,Office Supplies,Monitor,88.43,3,0.04,125.48
ORD-104561,2020-07-09,CUST-9832,Customer_152,PROD-225,Furniture,Chair,414.99,7,0.16,173.58
ORD-104562,2020-07-09,CUST-8754,Customer_387,PROD-709,Furniture,Desk,486.6,8,0.24,106.4
ORD-104563,2020-07-09,CUST-5078,Customer_365,PROD-504,Technology,Phone,322.24,8,0.13,152.52
ORD-104564,2020-07-09,CUST-2367,Customer_199,PROD-403,Technology,Phone,148.08,1,0.19,25.7
ORD-104565,2020-07-09,CUST-5042,Customer_89,PROD-127,Furniture,Table,307.23,7,0.25,42.98
ORD-104566,2020-07-09,CUST-3575,Customer_248,PROD-947,Furniture,Monitor,177.84,5,0.14,190.06
ORD-104567,2020-07-09,CUST-7754,Customer_323,PROD-365,Office Supplies,Monitor,341.21,2,0.12,16.88
ORD-104568,2020-07-09,CUST-2581,Customer_79,PROD-151,Office Supplies,Phone,276.95,8,0.05,55.34
ORD-104569,2020-07-09,CUST-2986,Customer_477,PROD-754,Technology,Laptop,465.45,2,0.25,112.79
ORD-104570,2020-07-09,CUST-3240,Customer_434,PROD-743,Furniture,Printer,312.78,6,0.24,48.1
ORD-104571,2020-07-09,CUST-4966,Customer_285,PROD-957,Furniture,Laptop,114.85,5,0.22,-44.76
ORD-104572,2020-07-09,CUST-8604,Customer_330,PROD-610,Furniture,Phone,365.3,6,0.12,148.06
ORD-104573,2020-07-09,CUST-9320,Customer_32,PROD-306,Furniture,Table,157.43,8,0.17,33.91
ORD-104574,2020-07-09,CUST-6968,Customer_87,PROD-673,Furniture,Chair,143.47,9,0.04,6.92
ORD-104575,2020-07-09,CUST-8493,Customer_39,PROD-974,Office Supplies,Phone,201.97,3,0.1,76.39
ORD-104576,2020-07-09,CUST-5103,Customer_393,PROD-610,Office Supplies,Chair,15.88,3,0.13,-47.89
ORD-104577,2020-07-09,CUST-3076,Customer_101,PROD-743,Furniture,Table,484.88,7,0.01,165.97
ORD-104578,2020-07-09,CUST-6231,Customer_244,PROD-652,Office Supplies,Chair,270.84,3,0.03,15.34
ORD-104579,2020-07-09,CUST-3994,Customer_232,PROD-300,Office Supplies,Phone,389.01,5,0.25,180.69
ORD-104580,2020-07-09,CUST-4744,Customer_398,PROD-710,Furniture,Phone,136.35,4,0.29,119.44
ORD-104581,2020-07-09,CUST-6594,Customer_68,PROD-922,Office Supplies,Chair,375.84,9,0.1,87.16
ORD-104582,2020-07-09,CUST-8531,Customer_192,PROD-383,Furniture,Laptop,287.91,8,0.03,151.56
ORD-104583,2020-07-09,CUST-8371,Customer_404,PROD-456,Office Supplies,Laptop,217.83,9,0.28,198.31
ORD-104584,2020-07-10,CUST-2644,Customer_28,PROD-146,Furniture,Table,485.63,6,0.27,12.8
ORD-104585,2020-07-10,CUST-4144,Customer_270,PROD-236,Furniture,Laptop,251.98,2,0.2,38.77
ORD-104586,2020-07-10,CUST-1242,Customer_428,PROD-229,Office Supplies,Monitor,332.15,8,0.1,71.11
ORD-104587,2020-07-10,CUST-5085,Customer_226,PROD-294,Office Supplies,Desk,17.52,1,0.03,84.87
ORD-104588,2020-07-10,CUST-8954,Customer_77,PROD-728,Technology,Chair,157.71,5,0.28,88.24
ORD-104589,2020-07-10,CUST-8269,Customer_223,PROD-463,Furniture,Desk,445.46,2,0.28,87.24
ORD-104590,2020-07-10,CUST-8130,Customer_481,PROD-531,Furniture,Desk,381.89,7,0.22,157.06
ORD-104591,2020-07-10,CUST-7828,Customer_372,PROD-168,Furniture,Monitor,273.01,5,0.28,51.15
ORD-104592,2020-07-10,CUST-9362,Customer_167,PROD-557,Furniture,Chair,451.08,3,0.04,-47.26
ORD-104593,2020-07-10,CUST-9844,Customer_284,PROD-639,Office Supplies,Desk,248.25,7,0.03,168.92
ORD-104594,2020-07-10,CUST-7331,Customer_192,PROD-434,Office Supplies,Table,287.59,3,0.06,115.56
ORD-104595,2020-07-10,CUST-4512,Customer_89,PROD-625,Technology,Table,197.25,6,0.06,-2.63
ORD-104596,2020-07-10,CUST-2499,Customer_32,PROD-657,Furniture,Chair,313.82,4,0.25,-42.6
ORD-104597,2020-07-10,CUST-3158,Customer_137,PROD-115,Technology,Printer,166.31,2,0.28,28.94
ORD-104598,2020-07-10,CUST-6162,Customer_156,PROD-555,Technology,Printer,198.89,9,0.06,-18.89
ORD-104599,2020-07-10,CUST-5039,Customer_250,PROD-609,Technology,Monitor,483.5,6,0.14,174.21
ORD-104600,2020-07-10,CUST-3035,Customer_95,PROD-308,Technology,Chair,64.54,5,0.14,19.47
ORD-104601,2020-07-10,CUST-8977,Customer_17,PROD-257,Technology,Chair,61.58,5,0.05,126.42
ORD-104602,2020-07-10,CUST-1857,Customer_117,PROD-436,Office Supplies,Chair,31.22,8,0.26,114.5
ORD-104603,2020-07-10,CUST-4823,Customer_471,PROD-838,Office Supplies,Laptop,166.82,5,0.16,128.49
ORD-104604,2020-07-10,CUST-7770,Customer_333,PROD-340,Technology,Chair,205.13,8,0.17,82.51
ORD-104605,2020-07-10,CUST-1298,Customer_311,PROD-157,Office Supplies,Table,56.31,8,0.08,132.42
ORD-104606,2020-07-10,CUST-8244,Customer_10,PROD-915,Office Supplies,Table,279.07,1,0.17,78.1
ORD-104607,2020-07-10,CUST-1923,Customer_80,PROD-404,Technology,Phone,295.82,4,0.24,44.4
ORD-104608,2020-07-11,CUST-5232,Customer_134,PROD-444,Office Supplies,Printer,378,9,0.09,164.61
ORD-104609,2020-07-11,CUST-5306,Customer_432,PROD-741,Office Supplies,Printer,488.22,2,0.03,64.68
ORD-104610,2020-07-11,CUST-3799,Customer_203,PROD-828,Furniture,Monitor,313.48,4,0.18,92.01
ORD-104611,2020-07-11,CUST-7578,Customer_116,PROD-113,Technology,Chair,64.71,4,0.19,66.25
ORD-104612,2020-07-11,CUST-5875,Customer_451,PROD-458,Furniture,Printer,53.38,1,0.06,143.87
ORD-104613,2020-07-11,CUST-6326,Customer_220,PROD-476,Furniture,Chair,391,7,0.07,84.94
ORD-104614,2020-07-11,CUST-7582,Customer_253,PROD-342,Technology,Chair,328.66,1,0.05,67.69
ORD-104615,2020-07-11,CUST-2802,Customer_169,PROD-244,Furniture,Printer,89.34,5,0.28,14.46
ORD-104616,2020-07-11,CUST-3657,Customer_335,PROD-990,Furniture,Printer,134.15,8,0.06,177.89
ORD-104617,2020-07-11,CUST-4346,Customer_316,PROD-514,Office Supplies,Phone,377.62,4,0,165.79
ORD-104618,2020-07-11,CUST-3949,Customer_205,PROD-493,Furniture,Monitor,287.42,5,0.25,57.87
ORD-104619,2020-07-11,CUST-1941,Customer_298,PROD-937,Technology,Desk,296.65,3,0.24,114.93
ORD-104620,2020-07-11,CUST-2907,Customer_372,PROD-714,Office Supplies,Phone,112.9,5,0.14,77.03
ORD-104621,2020-07-11,CUST-5837,Customer_248,PROD-828,Office Supplies,Phone,318.24,3,0.24,-5.95
ORD-104622,2020-07-11,CUST-9105,Customer_365,PROD-457,Office Supplies,Printer,387.61,4,0.13,44.01
ORD-104623,2020-07-11,CUST-2243,Customer_465,PROD-675,Technology,Monitor,443.77,3,0.07,163.3
ORD-104624,2020-07-11,CUST-6696,Customer_71,PROD-257,Technology,Table,370.99,5,0.13,149.36
ORD-104625,2020-07-11,CUST-2466,Customer_156,PROD-773,Technology,Monitor,292.42,2,0.15,-24.38
ORD-104626,2020-07-11,CUST-4957,Customer_102,PROD-117,Furniture,Phone,339.9,9,0,-31.17
ORD-104627,2020-07-11,CUST-2966,Customer_13,PROD-827,Furniture,Table,247.7,3,0.03,163.38
ORD-104628,2020-07-11,CUST-1375,Customer_465,PROD-930,Office Supplies,Printer,121.18,1,0.26,174.83
ORD-104629,2020-07-11,CUST-1262,Customer_271,PROD-660,Office Supplies,Laptop,442.28,5,0.12,23.56
ORD-104630,2020-07-11,CUST-5362,Customer_292,PROD-667,Technology,Chair,270.99,4,0.1,37.32
ORD-104631,2020-07-11,CUST-7502,Customer_220,PROD-446,Technology,Desk,301.22,2,0.27,33.95
ORD-104632,2020-07-12,CUST-8833,Customer_15,PROD-157,Furniture,Table,495.15,8,0.05,-18.26
ORD-104633,2020-07-12,CUST-2893,Customer_238,PROD-254,Furniture,Laptop,492.66,9,0.07,136.25
ORD-104634,2020-07-12,CUST-9106,Customer_117,PROD-666,Technology,Table,297.29,6,0.25,42.52
ORD-104635,2020-07-12,CUST-2652,Customer_331,PROD-586,Technology,Chair,26.64,8,0.08,159.06
ORD-104636,2020-07-12,CUST-6540,Customer_56,PROD-952,Furniture,Chair,204.11,2,0.19,169.63
ORD-104637,2020-07-12,CUST-4892,Customer_351,PROD-630,Office Supplies,Monitor,469.27,6,0.22,178.2
ORD-104638,2020-07-12,CUST-1599,Customer_132,PROD-586,Office Supplies,Desk,151.27,1,0.07,154.49
ORD-104639,2020-07-12,CUST-5815,Customer_483,PROD-250,Furniture,Phone,499.64,3,0.08,147.23
ORD-104640,2020-07-12,CUST-2912,Customer_226,PROD-458,Furniture,Chair,51.32,7,0.15,62.37
ORD-104641,2020-07-12,CUST-9792,Customer_308,PROD-467,Office Supplies,Desk,288.38,1,0.24,-43.26
ORD-104642,2020-07-12,CUST-9572,Customer_475,PROD-719,Furniture,Table,262.57,6,0.17,-21.98
ORD-104643,2020-07-12,CUST-5213,Customer_394,PROD-146,Office Supplies,Table,135.12,7,0.02,82.72
ORD-104644,2020-07-12,CUST-4637,Customer_222,PROD-306,Office Supplies,Table,474.82,3,0.11,40.01
ORD-104645,2020-07-12,CUST-6599,Customer_173,PROD-974,Furniture,Monitor,313.39,8,0.1,157.27
ORD-104646,2020-07-12,CUST-7448,Customer_340,PROD-549,Technology,Table,122.81,8,0.24,90.78
ORD-104647,2020-07-12,CUST-9557,Customer_285,PROD-582,Technology,Table,198.18,5,0.09,-25.29
ORD-104648,2020-07-12,CUST-8382,Customer_309,PROD-951,Technology,Printer,363.4,2,0.27,69.63
ORD-104649,2020-07-12,CUST-9982,Customer_157,PROD-739,Technology,Chair,155.87,2,0.1,155.49
ORD-104650,2020-07-12,CUST-4569,Customer_151,PROD-796,Technology,Monitor,441.01,5,0.06,165.77
ORD-104651,2020-07-12,CUST-8707,Customer_185,PROD-669,Technology,Chair,91.18,4,0.16,-8.49
ORD-104652,2020-07-12,CUST-1746,Customer_178,PROD-242,Technology,Phone,139.61,4,0.12,-24.93
ORD-104653,2020-07-12,CUST-9504,Customer_21,PROD-499,Furniture,Monitor,81,5,0.19,46.75
ORD-104654,2020-07-12,CUST-5633,Customer_112,PROD-196,Furniture,Phone,61.05,1,0.27,-33.62
ORD-104655,2020-07-12,CUST-1920,Customer_171,PROD-146,Technology,Monitor,157.15,7,0.28,131.59
ORD-104656,2020-07-13,CUST-8008,Customer_138,PROD-290,Furniture,Printer,499.6,3,0.07,61.88
ORD-104657,2020-07-13,CUST-3381,Customer_233,PROD-239,Office Supplies,Chair,56.22,8,0.05,-0.44
ORD-104658,2020-07-13,CUST-4618,Customer_332,PROD-714,Technology,Monitor,114.37,9,0.28,-24.38
ORD-104659,2020-07-13,CUST-9989,Customer_30,PROD-330,Office Supplies,Phone,143.09,8,0.24,181.84
ORD-104660,2020-07-13,CUST-5443,Customer_381,PROD-439,Furniture,Monitor,313.37,2,0.08,-39.24
ORD-104661,2020-07-13,CUST-1272,Customer_307,PROD-590,Technology,Desk,375.22,7,0.24,-25.53
ORD-104662,2020-07-13,CUST-2773,Customer_161,PROD-148,Office Supplies,Table,378.45,4,0.22,8.56
ORD-104663,2020-07-13,CUST-3547,Customer_402,PROD-998,Furniture,Table,14.23,5,0.08,-26.33
ORD-104664,2020-07-13,CUST-4164,Customer_78,PROD-723,Technology,Chair,329.41,5,0.27,111.07
ORD-104665,2020-07-13,CUST-5780,Customer_278,PROD-552,Technology,Table,319.06,9,0.1,4.55
